run,device,device_name,sm,sm_count,cell,axis,points,voxel_m,pool_blocks,blocks,load_factor,batch,scratch_slots,arm,stage,p50_ms,p95_ms,p99_ms,min_ms,mean_ms,n,gpu_state
1,1,"NVIDIA GeForce RTX 5060",120,30,r-2.0,extent,320000,0.010000,131072,18160,0.069275,4,65536,A4-rust,update,1.155632,1.159736,1.159736,1.151024,1.155391,30,"2805, 13801, 42, 68.38"
1,1,"NVIDIA GeForce RTX 5060",120,30,r-2.0,extent,320000,0.010000,131072,18160,0.069275,4,65536,A5-triton,allocate,0.979368,0.983040,0.983088,0.975664,0.979223,30,"2805, 13801, 42, 68.38"
1,1,"NVIDIA GeForce RTX 5060",120,30,r-2.0,extent,320000,0.010000,131072,18160,0.069275,4,65536,A5-triton,update,1.698680,1.704904,1.706320,1.690528,1.698807,30,"2805, 13801, 42, 68.38"
1,1,"NVIDIA GeForce RTX 5060",120,30,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A3-cuda,allocate,0.050476,0.051144,0.051272,0.049792,0.050530,30,"2790, 13801, 44, 70.20"
1,1,"NVIDIA GeForce RTX 5060",120,30,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A3-cuda,update,0.458428,0.462708,0.463096,0.455144,0.458589,30,"2790, 13801, 44, 70.20"
1,1,"NVIDIA GeForce RTX 5060",120,30,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A4-rust,allocate,0.059168,0.059668,0.059824,0.058460,0.059120,30,"2790, 13801, 44, 70.20"
1,1,"NVIDIA GeForce RTX 5060",120,30,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A4-rust,update,0.476528,0.480672,0.481180,0.472448,0.476823,30,"2790, 13801, 44, 70.20"
1,1,"NVIDIA GeForce RTX 5060",120,30,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A5-triton,allocate,0.962956,0.965300,0.966016,0.958640,0.962721,30,"2790, 13801, 44, 70.20"
1,1,"NVIDIA GeForce RTX 5060",120,30,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A5-triton,update,0.562460,0.564100,0.565580,0.559116,0.562103,30,"2790, 13801, 44, 70.20"
1,1,"NVIDIA GeForce RTX 5060",120,30,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A3-cuda,allocate,0.053220,0.054036,0.054536,0.052872,0.053338,30,"2790, 13801, 46, 75.42"
1,1,"NVIDIA GeForce RTX 5060",120,30,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A3-cuda,update,0.618656,0.620940,0.621032,0.611800,0.618562,30,"2790, 13801, 46, 75.42"
1,1,"NVIDIA GeForce RTX 5060",120,30,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A4-rust,allocate,0.058484,0.058964,0.059072,0.057828,0.058483,30,"2790, 13801, 46, 75.42"
1,1,"NVIDIA GeForce RTX 5060",120,30,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A4-rust,update,0.626208,0.629776,0.630064,0.619760,0.626161,30,"2790, 13801, 46, 75.42"
1,1,"NVIDIA GeForce RTX 5060",120,30,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A5-triton,allocate,0.963840,0.965360,0.965584,0.962032,0.963844,30,"2790, 13801, 46, 75.42"
1,1,"NVIDIA GeForce RTX 5060",120,30,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A5-triton,update,0.697932,0.702232,0.702484,0.696116,0.698456,30,"2790, 13801, 46, 75.42"
1,1,"NVIDIA GeForce RTX 5060",120,30,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A3-cuda,allocate,0.070984,0.071324,0.071380,0.070584,0.070987,30,"2790, 13801, 47, 74.21"
1,1,"NVIDIA GeForce RTX 5060",120,30,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A3-cuda,update,0.833128,0.834792,0.835008,0.831340,0.833239,30,"2790, 13801, 47, 74.21"
1,1,"NVIDIA GeForce RTX 5060",120,30,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A4-rust,allocate,0.080620,0.080956,0.080968,0.080136,0.080611,30,"2790, 13801, 47, 74.21"
1,1,"NVIDIA GeForce RTX 5060",120,30,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A4-rust,update,0.834400,0.836000,0.836220,0.831336,0.834283,30,"2790, 13801, 47, 74.21"
1,1,"NVIDIA GeForce RTX 5060",120,30,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A5-triton,allocate,1.223556,1.226052,1.227032,1.220436,1.223612,30,"2790, 13801, 47, 74.21"
1,1,"NVIDIA GeForce RTX 5060",120,30,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A5-triton,update,1.107772,1.110576,1.111664,1.103664,1.107424,30,"2790, 13801, 47, 74.21"
1,1,"NVIDIA GeForce RTX 5060",120,30,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A3-cuda,allocate,0.051388,0.051740,0.052200,0.051208,0.051416,30,"2790, 13801, 50, 90.94"
1,1,"NVIDIA GeForce RTX 5060",120,30,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A3-cuda,update,0.710260,0.713564,0.713592,0.708344,0.710469,30,"2790, 13801, 50, 90.94"
1,1,"NVIDIA GeForce RTX 5060",120,30,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A4-rust,allocate,0.057864,0.058068,0.058084,0.057664,0.057871,30,"2790, 13801, 50, 90.94"
1,1,"NVIDIA GeForce RTX 5060",120,30,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A4-rust,update,0.708852,0.711464,0.711692,0.707308,0.709099,30,"2790, 13801, 50, 90.94"
1,1,"NVIDIA GeForce RTX 5060",120,30,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A5-triton,allocate,1.219964,1.223708,1.225752,1.217692,1.220136,30,"2790, 13801, 50, 90.94"
1,1,"NVIDIA GeForce RTX 5060",120,30,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A5-triton,update,1.005984,1.010116,1.010852,1.000104,1.005542,30,"2790, 13801, 50, 90.94"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,allocate,0.027952,0.028308,0.028460,0.027356,0.027936,30,"2827, 13801, 48, 110.17"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,update,0.250108,0.251904,0.252600,0.247096,0.249917,30,"2827, 13801, 48, 110.17"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A4-rust,allocate,0.037128,0.037572,0.037868,0.036376,0.037075,30,"2827, 13801, 48, 110.17"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A4-rust,update,0.270572,0.273180,0.274648,0.267572,0.270549,30,"2827, 13801, 48, 110.17"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A5-triton,allocate,0.500892,0.502328,0.502476,0.497692,0.500362,30,"2827, 13801, 48, 110.17"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A5-triton,update,0.327100,0.330016,0.332460,0.324116,0.327140,30,"2827, 13801, 48, 110.17"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-20k,points,20000,0.010000,16384,1104,0.033691,8,65536,A3-cuda,allocate,0.005008,0.005180,0.005236,0.004848,0.005008,30,"2827, 13801, 46, 144.60"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-20k,points,20000,0.010000,16384,1104,0.033691,8,65536,A3-cuda,update,0.034448,0.035016,0.035156,0.033956,0.034484,30,"2827, 13801, 46, 144.60"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-20k,points,20000,0.010000,16384,1104,0.033691,8,65536,A4-rust,allocate,0.016648,0.016900,0.017164,0.016332,0.016688,30,"2827, 13801, 46, 144.60"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-20k,points,20000,0.010000,16384,1104,0.033691,8,65536,A4-rust,update,0.041188,0.041604,0.041776,0.040160,0.041038,30,"2827, 13801, 46, 144.60"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-20k,points,20000,0.010000,16384,1104,0.033691,8,65536,A5-triton,allocate,0.085628,0.086212,0.086448,0.084888,0.085643,30,"2827, 13801, 46, 144.60"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-20k,points,20000,0.010000,16384,1104,0.033691,8,65536,A5-triton,update,0.088192,0.088484,0.088600,0.087676,0.088163,30,"2827, 13801, 46, 144.60"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-80k,points,80000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,allocate,0.010508,0.011300,0.011356,0.010184,0.010629,30,"2827, 13801, 47, 152.40"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-80k,points,80000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,update,0.069824,0.070828,0.070968,0.068536,0.069773,30,"2827, 13801, 47, 152.40"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-80k,points,80000,0.010000,16384,1160,0.035400,8,65536,A4-rust,allocate,0.017844,0.018268,0.018428,0.016916,0.017777,30,"2827, 13801, 47, 152.40"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-80k,points,80000,0.010000,16384,1160,0.035400,8,65536,A4-rust,update,0.082144,0.083452,0.083916,0.080236,0.081986,30,"2827, 13801, 47, 152.40"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-80k,points,80000,0.010000,16384,1160,0.035400,8,65536,A5-triton,allocate,0.149448,0.149756,0.149788,0.148704,0.149376,30,"2827, 13801, 47, 152.40"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-80k,points,80000,0.010000,16384,1160,0.035400,8,65536,A5-triton,update,0.118396,0.119684,0.120052,0.116964,0.118338,30,"2827, 13801, 47, 152.40"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-720k,points,720000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,allocate,0.051696,0.052768,0.052804,0.050828,0.051763,30,"2827, 13801, 49, 164.68"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-720k,points,720000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,update,0.542728,0.547060,0.547568,0.538976,0.542531,30,"2827, 13801, 49, 164.68"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-720k,points,720000,0.010000,16384,1160,0.035400,8,65536,A4-rust,allocate,0.063044,0.063760,0.063988,0.062132,0.063048,30,"2827, 13801, 49, 164.68"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-720k,points,720000,0.010000,16384,1160,0.035400,8,65536,A4-rust,update,0.564348,0.569616,0.570236,0.559448,0.564441,30,"2827, 13801, 49, 164.68"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-720k,points,720000,0.010000,16384,1160,0.035400,8,65536,A5-triton,allocate,1.126464,1.132620,1.134376,1.118492,1.126593,30,"2827, 13801, 49, 164.68"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-720k,points,720000,0.010000,16384,1160,0.035400,8,65536,A5-triton,update,0.640248,0.643436,0.643676,0.636664,0.640500,30,"2827, 13801, 49, 164.68"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-1280k,points,1280000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,allocate,0.078736,0.080108,0.080256,0.078452,0.078988,30,"2827, 13801, 51, 172.47"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-1280k,points,1280000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,update,0.897408,0.900484,0.900728,0.892816,0.897197,30,"2827, 13801, 51, 172.47"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-1280k,points,1280000,0.010000,16384,1160,0.035400,8,65536,A4-rust,allocate,0.094764,0.096796,0.097748,0.093692,0.095120,30,"2827, 13801, 51, 172.47"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-1280k,points,1280000,0.010000,16384,1160,0.035400,8,65536,A4-rust,update,0.930860,0.936240,0.939024,0.919268,0.930007,30,"2827, 13801, 51, 172.47"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-1280k,points,1280000,0.010000,16384,1160,0.035400,8,65536,A5-triton,allocate,1.945044,1.948824,1.951176,1.939332,1.944571,30,"2827, 13801, 51, 172.47"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-1280k,points,1280000,0.010000,16384,1160,0.035400,8,65536,A5-triton,update,1.041384,1.048908,1.049456,1.036148,1.041013,30,"2827, 13801, 51, 172.47"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-0.25,extent,320000,0.010000,16384,280,0.008545,8,65536,A3-cuda,allocate,0.023384,0.024880,0.024956,0.023240,0.023623,30,"2827, 13801, 50, 163.09"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-0.25,extent,320000,0.010000,16384,280,0.008545,8,65536,A3-cuda,update,0.241592,0.244540,0.244916,0.238520,0.241544,30,"2827, 13801, 50, 163.09"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-0.25,extent,320000,0.010000,16384,280,0.008545,8,65536,A4-rust,allocate,0.035320,0.036172,0.036360,0.034284,0.035300,30,"2827, 13801, 50, 163.09"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-0.25,extent,320000,0.010000,16384,280,0.008545,8,65536,A4-rust,update,0.270332,0.275440,0.275496,0.265744,0.270265,30,"2827, 13801, 50, 163.09"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-0.25,extent,320000,0.010000,16384,280,0.008545,8,65536,A5-triton,allocate,0.501552,0.504320,0.504340,0.497604,0.501218,30,"2827, 13801, 50, 163.09"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-0.25,extent,320000,0.010000,16384,280,0.008545,8,65536,A5-triton,update,0.307208,0.310748,0.311420,0.304128,0.307221,30,"2827, 13801, 50, 163.09"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-1.0,extent,320000,0.010000,65536,4752,0.036255,8,65536,A3-cuda,allocate,0.032476,0.032616,0.032632,0.032120,0.032452,30,"2827, 13801, 50, 174.65"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-1.0,extent,320000,0.010000,65536,4752,0.036255,8,65536,A3-cuda,update,0.278428,0.281400,0.281504,0.275756,0.278226,30,"2827, 13801, 50, 174.65"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-1.0,extent,320000,0.010000,65536,4752,0.036255,8,65536,A4-rust,allocate,0.041584,0.042016,0.042280,0.040880,0.041578,30,"2827, 13801, 50, 174.65"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-1.0,extent,320000,0.010000,65536,4752,0.036255,8,65536,A4-rust,update,0.290484,0.292120,0.294376,0.287736,0.290401,30,"2827, 13801, 50, 174.65"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-1.0,extent,320000,0.010000,65536,4752,0.036255,8,65536,A5-triton,allocate,0.502984,0.505740,0.506012,0.498376,0.502754,30,"2827, 13801, 50, 174.65"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-1.0,extent,320000,0.010000,65536,4752,0.036255,8,65536,A5-triton,update,0.347496,0.349264,0.352880,0.345048,0.347589,30,"2827, 13801, 50, 174.65"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-2.0,extent,320000,0.010000,131072,18160,0.069275,8,65536,A3-cuda,allocate,0.044732,0.045544,0.045556,0.044180,0.044760,30,"2827, 13801, 50, 171.11"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-2.0,extent,320000,0.010000,131072,18160,0.069275,8,65536,A3-cuda,update,0.619488,0.622452,0.622480,0.617784,0.619552,30,"2827, 13801, 50, 171.11"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-2.0,extent,320000,0.010000,131072,18160,0.069275,8,65536,A4-rust,allocate,0.051636,0.052692,0.052904,0.050912,0.051747,30,"2827, 13801, 50, 171.11"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-2.0,extent,320000,0.010000,131072,18160,0.069275,8,65536,A4-rust,update,0.595252,0.598140,0.598628,0.593268,0.595306,30,"2827, 13801, 50, 171.11"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-2.0,extent,320000,0.010000,131072,18160,0.069275,8,65536,A5-triton,allocate,0.507784,0.510720,0.513368,0.504584,0.507776,30,"2827, 13801, 50, 171.11"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-2.0,extent,320000,0.010000,131072,18160,0.069275,8,65536,A5-triton,update,0.773984,0.776956,0.778472,0.769116,0.774226,30,"2827, 13801, 50, 171.11"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A3-cuda,allocate,0.028504,0.029500,0.029728,0.027868,0.028631,30,"2827, 13801, 51, 164.01"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A3-cuda,update,0.254280,0.256832,0.256936,0.252208,0.254694,30,"2827, 13801, 51, 164.01"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A4-rust,allocate,0.042836,0.043312,0.043372,0.041124,0.042623,30,"2827, 13801, 51, 164.01"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A4-rust,update,0.274288,0.277296,0.279088,0.270320,0.274473,30,"2827, 13801, 51, 164.01"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A5-triton,allocate,0.504900,0.506852,0.507636,0.501148,0.504746,30,"2827, 13801, 51, 164.01"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A5-triton,update,0.331900,0.334308,0.334832,0.328848,0.331648,30,"2827, 13801, 51, 164.01"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A3-cuda,allocate,0.029376,0.029560,0.029576,0.028144,0.028926,30,"2827, 13801, 51, 160.05"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A3-cuda,update,0.334116,0.336624,0.336676,0.330488,0.333772,30,"2827, 13801, 51, 160.05"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A4-rust,allocate,0.035476,0.035860,0.035860,0.035044,0.035497,30,"2827, 13801, 51, 160.05"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A4-rust,update,0.343596,0.346408,0.347376,0.340408,0.343637,30,"2827, 13801, 51, 160.05"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A5-triton,allocate,0.502172,0.503912,0.504556,0.498396,0.501796,30,"2827, 13801, 51, 160.05"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A5-triton,update,0.375312,0.377624,0.378892,0.371924,0.375234,30,"2827, 13801, 51, 160.05"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A3-cuda,allocate,0.037304,0.037856,0.037940,0.036984,0.037320,30,"2827, 13801, 51, 178.03"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A3-cuda,update,0.435340,0.436988,0.438024,0.432248,0.435490,30,"2827, 13801, 51, 178.03"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A4-rust,allocate,0.045928,0.046320,0.046892,0.045628,0.045936,30,"2827, 13801, 51, 178.03"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A4-rust,update,0.440552,0.443632,0.444132,0.438752,0.440909,30,"2827, 13801, 51, 178.03"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A5-triton,allocate,0.663088,0.666840,0.667988,0.658244,0.662990,30,"2827, 13801, 51, 178.03"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A5-triton,update,0.551012,0.553468,0.553568,0.548716,0.551161,30,"2827, 13801, 51, 178.03"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A3-cuda,allocate,0.023220,0.023912,0.023948,0.022864,0.023227,30,"2820, 13801, 53, 194.93"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A3-cuda,update,0.364700,0.367492,0.367652,0.363576,0.365307,30,"2820, 13801, 53, 194.93"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A4-rust,allocate,0.028824,0.028944,0.029532,0.028272,0.028719,30,"2820, 13801, 53, 194.93"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A4-rust,update,0.367188,0.368452,0.368456,0.364276,0.367070,30,"2820, 13801, 53, 194.93"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A5-triton,allocate,0.663052,0.665752,0.666488,0.657204,0.662746,30,"2820, 13801, 53, 194.93"
2,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A5-triton,update,0.470220,0.473044,0.473076,0.467660,0.470381,30,"2820, 13801, 53, 194.93"
2,1,"NVIDIA GeForce RTX 5060",120,30,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,allocate,0.053880,0.054328,0.054500,0.053348,0.053841,30,"2790, 13801, 48, 78.05"
2,1,"NVIDIA GeForce RTX 5060",120,30,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,update,0.456800,0.459868,0.461188,0.454008,0.457062,30,"2790, 13801, 48, 78.05"
2,1,"NVIDIA GeForce RTX 5060",120,30,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A4-rust,allocate,0.063208,0.063932,0.064032,0.062188,0.063223,30,"2790, 13801, 48, 78.05"
2,1,"NVIDIA GeForce RTX 5060",120,30,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A4-rust,update,0.475056,0.480408,0.481460,0.471168,0.475170,30,"2790, 13801, 48, 78.05"
2,1,"NVIDIA GeForce RTX 5060",120,30,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A5-triton,allocate,0.965840,0.967932,0.968088,0.963772,0.966031,30,"2790, 13801, 48, 78.05"
2,1,"NVIDIA GeForce RTX 5060",120,30,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A5-triton,update,0.559948,0.562504,0.563144,0.557004,0.559843,30,"2790, 13801, 48, 78.05"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-20k,points,20000,0.010000,16384,1104,0.033691,8,65536,A3-cuda,allocate,0.008280,0.008852,0.009028,0.007816,0.008299,30,"2790, 13801, 45, 64.77"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-20k,points,20000,0.010000,16384,1104,0.033691,8,65536,A3-cuda,update,0.063700,0.065072,0.065168,0.062752,0.063776,30,"2790, 13801, 45, 64.77"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-20k,points,20000,0.010000,16384,1104,0.033691,8,65536,A4-rust,allocate,0.018636,0.018944,0.018956,0.018148,0.018639,30,"2790, 13801, 45, 64.77"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-20k,points,20000,0.010000,16384,1104,0.033691,8,65536,A4-rust,update,0.064164,0.064916,0.065196,0.063124,0.064174,30,"2790, 13801, 45, 64.77"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-20k,points,20000,0.010000,16384,1104,0.033691,8,65536,A5-triton,allocate,0.094932,0.095420,0.095472,0.094476,0.094908,30,"2790, 13801, 45, 64.77"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-20k,points,20000,0.010000,16384,1104,0.033691,8,65536,A5-triton,update,0.099780,0.100532,0.100568,0.099244,0.099749,30,"2790, 13801, 45, 64.77"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-80k,points,80000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,allocate,0.019104,0.019652,0.019856,0.018808,0.019148,30,"2790, 13801, 46, 64.34"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-80k,points,80000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,update,0.131580,0.132700,0.133080,0.130456,0.131653,30,"2790, 13801, 46, 64.34"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-80k,points,80000,0.010000,16384,1160,0.035400,8,65536,A4-rust,allocate,0.025244,0.025644,0.025712,0.024592,0.025158,30,"2790, 13801, 46, 64.34"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-80k,points,80000,0.010000,16384,1160,0.035400,8,65536,A4-rust,update,0.141592,0.143772,0.143776,0.139836,0.141650,30,"2790, 13801, 46, 64.34"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-80k,points,80000,0.010000,16384,1160,0.035400,8,65536,A5-triton,allocate,0.308616,0.317908,0.319036,0.302824,0.308704,30,"2790, 13801, 46, 64.34"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-80k,points,80000,0.010000,16384,1160,0.035400,8,65536,A5-triton,update,0.190740,0.192216,0.192456,0.188920,0.190847,30,"2790, 13801, 46, 64.34"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-720k,points,720000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,allocate,0.101968,0.103160,0.103516,0.101484,0.102092,30,"2790, 13801, 50, 83.14"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-720k,points,720000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,update,0.963412,0.968804,0.968832,0.956776,0.963331,30,"2790, 13801, 50, 83.14"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-720k,points,720000,0.010000,16384,1160,0.035400,8,65536,A4-rust,allocate,0.115992,0.117556,0.118188,0.114600,0.116229,30,"2790, 13801, 50, 83.14"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-720k,points,720000,0.010000,16384,1160,0.035400,8,65536,A4-rust,update,0.982904,0.989112,0.989872,0.976256,0.983018,30,"2790, 13801, 50, 83.14"
